Index, NERC Region,Area Affected,Event Type,Demand Loss (MW),Number of Customers Affected ,Date Event Began,Time Event Began,Date of Restoration,Time of Restoration
2155,WECC,California:,System Operations,30,10900,2018-02-08,13:25:00,2018-02-08,13:31:00
2156,RF,Pennsylvania,Vandalism,0,0,2019-02-08,10:00:00,2019-02-08,10:30:00
2157,WECC,Washington,Severe Weather,Unknown,50940,2019-02-08,18:30:00,,
2158,WECC,California:,Vandalism,0,0,2020-02-08,13:56:00,2020-02-08,15:04:00
2159,MRO,Minnesota: St. Louis County;,Transmission Interruption,0,0,2021-02-08,07:04:00,2021-02-08,14:10:00
2160,NPCC,New Hampshire: Hillsborough County;,System Operations,0,0,2021-02-08,18:19:00,2021-02-08,18:29:00
2161,RF,Pennsylvania: Lawrence County;,Suspicious Activity,0,0,2023-02-08,13:30:00,2023-02-08,14:00:00
2162,WECC,"California: Alameda County, Contra Costa County, El Dorado County, Nevada County, Placer County, Sierra County, Santa Clara County, Napa County, Marin County, Santa Cruz County;",Severe Weather,500,145000,2020-02-09,09:30:00,2020-02-09,21:40:00
2163,WECC,Oregon: Tillamook County;,Vandalism,0,0,2021-02-09,13:00:00,2021-02-10,14:21:00
2164,SERC,North Carolina:,Transmission Interruption,0,0,2021-02-09,10:51:00,,
2165,NPCC,New York: Orange County;,Vandalism,0,0,2022-02-09,07:00:00,2022-02-09,09:00:00
2166,TRE,Texas:,Severe Weather,Unknown,2000000,2021-02-10,15:00:00,2021-02-23,15:00:00
2167,TRE,Texas: Sterling County;,System Operations,0,0,2020-02-11,02:53:00,2020-02-11,13:30:00
2168,WECC,Oregon: Clackamas County;,Transmission Interruption,Unknown,0,2020-02-11,07:13:00,2020-02-11,16:00:00
2169,SERC,Illinois: Scott County;,Fuel Supply Deficiency,Unknown,Unknown,2021-02-11,08:30:00,2021-02-22,09:00:00
2170,WECC,Colorado: Morgan County;,Transmission Interruption,0,0,2021-02-11,19:21:00,2021-02-11,21:20:00
2171,MRO,Kansas:,Fuel Supply Deficiency,0,0,2021-02-11,13:00:00,,
2172,TRE,Texas: Taylor County;,Transmission Interruption,0,0,2023-02-11,11:17:00,2023-02-11,18:20:00
2173,NPCC,Maine:,System Operations,0,0,2020-02-12,07:36:00,2020-02-12,08:53:00
2174,WECC,"Oregon: Clackamas County, Marion County, Polk County, Multnomah County, Washington County, Yamhill County;",Severe Weather,Unknown,300187,2021-02-12,21:00:00,2021-02-20,17:15:00
2175,TRE,Texas:,Fuel Supply Deficiency,Unknown,Unknown,2021-02-12,15:30:00,2021-02-22,07:30:00
2176,WECC,California: Alameda County;,Vandalism,Unknown,Unknown,2022-02-12,16:29:00,2022-02-12,16:30:00
2177,WECC,California,Severe Weather,182,121000,2019-02-13,02:48:00,2019-02-15,00:28:00
2178,WECC,Oregon:,Vandalism,0,0,2020-02-13,08:01:00,2020-02-13,14:38:00
2179,WECC,Washington: Lewis County;,Severe Weather,164,37583,2021-02-13,09:56:00,2021-02-13,11:01:00
2180,TRE,Texas:,Severe Weather,Unknown,Unknown,2021-02-13,13:30:00,2021-02-20,08:00:00
2181,RF,West Virginia: Virginia:,Severe Weather,Unknown,55097,2021-02-13,13:30:00,2021-02-19,21:00:00
2182,SERC,South Carolina: North Carolina:,Severe Weather,Unknown,129000,2021-02-13,08:32:00,2021-02-14,15:00:00
2183,WECC,California: San Diego County;,Suspicious Activity,0,0,2023-02-13,21:50:00,2023-02-14,02:24:00
2184,MRO,Wisconsin: Chippewa County;,Vandalism,0,0,2023-02-13,05:27:00,2023-02-13,15:00:00
2185,RF,New Jersey,Vandalism,0,0,2019-02-14,08:50:00,2019-02-14,12:10:00
2186,WECC,Utah,Vandalism,0,0,2019-02-14,12:15:00,2019-02-14,12:16:00
2187,TRE,Texas:,Severe Weather,7214,Unknown,2021-02-14,08:30:00,2021-02-19,18:00:00
2188,TRE,Texas:,Severe Weather,Unknown,Unknown,2021-02-14,08:30:00,2021-02-19,18:00:00
2189,MRO,Oklahoma:,Severe Weather,Unknown,Unknown,2021-02-14,05:30:00,2021-02-18,10:00:00
2190,SERC,Arkansas: Louisiana: Texas: Oklahoma:,Severe Weather,461,125484,2021-02-14,20:21:00,2021-02-18,09:30:00
2191,MRO,North Dakota: South Dakota: Nebraska: Kansas: Oklahoma: Texas:,Severe Weather,3000,Unknown,2021-02-14,20:00:00,2021-02-18,09:28:00
2192,SERC,Missouri: Kansas:,Severe Weather,Unknown,Unknown,2021-02-14,19:05:00,,
2193,MRO,Nebraska: Lancaster County;,Severe Weather,0,0,2021-02-14,20:32:00,,
2194,SERC,Missouri: Jasper County;,Severe Weather,0,0,2021-02-14,18:00:00,2021-02-16,22:00:00
2195,TRE,"Texas: Hidalgo County, Cameron County;",Severe Weather,Unknown,Unknown,2021-02-15,01:20:00,2021-02-18,00:42:00
2196,TRE,Texas: Harris County;,Severe Weather,4966,1390000,2021-02-15,01:20:00,2021-02-18,00:02:00
2197,TRE,Texas: Travis County;,System Operations,0,0,2021-02-15,16:00:00,2021-02-15,18:34:00
2198,TRE,Texas:,Severe Weather,500,Unknown,2021-02-15,00:00:00,,
2199,TRE,Texas:,Severe Weather,300,Unknown,2021-02-15,05:36:00,,
2200,TRE,Texas:,Severe Weather,Unknown,175000,2021-02-15,13:00:00,2021-02-20,10:00:00
2201,TRE,Texas:,Severe Weather,524,Unknown,2021-02-15,01:54:00,2021-02-17,23:56:00
2202,TRE,Texas:,Severe Weather,7214,Unknown,2021-02-15,01:20:00,2021-02-19,09:00:00
2203,SERC,Louisiana:,Severe Weather,Unknown,Unknown,2021-02-15,15:00:00,2021-02-19,10:00:00
2204,TRE,Texas: Travis County;,Severe Weather,Unknown,219306,2021-02-15,02:51:00,2021-02-19,09:00:00
2205,TRE,Texas: Travis County;,Severe Weather,724,Unknown,2021-02-15,01:54:00,2021-02-19,09:00:00
2206,TRE,Texas: Bexar County;,Severe Weather,Unknown,154000,2021-02-15,03:06:00,,
2207,TRE,Texas:,Severe Weather,Unknown,Unknown,2021-02-15,05:27:00,2021-02-18,08:18:00
2208,TRE,Texas:,Severe Weather,Unknown,Unknown,2021-02-15,01:23:00,2021-02-19,05:30:00
2209,MRO,Kansas:,Severe Weather,Unknown,Unknown,2021-02-15,08:50:00,2021-02-18,09:30:00
2210,MRO,Oklahoma:,Fuel Supply Deficiency,0,0,2021-02-15,07:00:00,2021-02-18,09:00:00
2211,MRO,Oklahoma: Kay County;,Fuel Supply Deficiency,0,Unknown,2021-02-15,19:48:00,2021-02-18,10:30:00
2212,TRE,Texas: Lubbock County;,Severe Weather,116,29942,2021-02-15,10:24:00,2021-02-18,09:52:00
2213,TRE,Texas:,Severe Weather,Unknown,Unknown,2021-02-15,18:00:00,2021-02-15,23:55:00
2214,TRE,Texas:,Severe Weather,800,Unknown,2021-02-15,05:40:00,2021-02-16,13:11:00
2215,TRE,Texas: Arkansas:,Severe Weather,Unknown,Unknown,2021-02-15,06:45:00,,
2216,SERC,Arkansas: Pulaski County;,Severe Weather,Unknown,Unknown,2021-02-15,05:00:00,2021-02-17,16:00:00
2217,SERC,Mississippi:,Severe Weather,Unknown,Unknown,2021-02-15,17:00:00,2021-02-15,22:59:00
2218,TRE,"Texas: Austin County, Bastrop County, Burleson County, Caldwell County, Colorado County, Fayette County, Gonzales County, Guadalupe County, Hays County, Lee County, Milam County, Travis County, Washington County, Williamson County;",Severe Weather,107,25000,2021-02-15,07:52:00,2021-02-17,14:15:00
2219,MRO,Oklahoma:,Severe Weather,350,200000,2021-02-15,06:51:00,2021-02-16,13:19:00
2220,SERC,Louisiana:,System Operations,Unknown,Unknown,2021-02-15,18:00:00,2021-02-15,23:59:00
2221,TRE,Texas:,Severe Weather,Unknown,Unknown,2021-02-15,18:00:00,2021-02-15,23:59:00
2222,SERC,Louisiana:,Fuel Supply Deficiency,Unknown,Unknown,2021-02-15,14:00:00,2021-02-15,18:00:00
2223,TRE,Texas:,Severe Weather,360,72000,2021-02-15,01:20:00,,
2224,SERC,Missouri: Kansas:,Severe Weather,Unknown,Unknown,2021-02-15,12:18:00,2021-02-15,13:22:00
2225,MRO,Nebraska: Lancaster County;,Fuel Supply Deficiency,613,Unknown,2021-02-15,10:00:00,,
2226,TRE,Texas: Randall County;,Severe Weather,0,0,2021-02-15,09:10:00,,
2227,TRE,Texas:,Severe Weather,300,Unknown,2021-02-15,05:36:00,,
2228,TRE,Texas:,Severe Weather,500,Unknown,2021-02-15,00:00:00,,
2229,SERC,Florida: Clay County;,Suspicious Activity,0,0,2023-02-15,14:25:00,2023-02-15,14:30:00
2230,MRO,Kansas: Missouri:,Severe Weather,Unknown,222000,2021-02-16,07:03:00,2021-02-20,22:00:00
2231,SERC,Arkansas:,Transmission Interruption,Unknown,Unknown,2021-02-16,18:19:00,,
2232,TRE,Texas: Travis County;,System Operations,0,0,2021-02-16,17:45:00,2021-02-16,19:15:00
2233,SERC,Louisiana:,Severe Weather,360,Unknown,2021-02-16,06:48:00,,
2234,TRE,Texas:,Fuel Supply Deficiency,Unknown,Unknown,2021-02-16,18:35:00,2021-02-17,01:00:00
2235,TRE,Texas:,System Operations,0,0,2021-02-16,23:28:00,,
2236,SERC,Missouri:,Severe Weather,Unknown,Unknown,2021-02-16,16:40:00,2021-02-20,00:00:00
2237,SERC,Mississippi:,Severe Weather,Unknown,Unknown,2021-02-16,17:35:00,2021-02-17,00:00:00
2238,MRO,"Nebraska: Douglas County, Burt County, Washington County, Dodge County, Colfax County, Saunders County, Sarpy County, Cass County, Otoe County, Johnson County, Nemaha County, Pawnee County, Richardson County;",Severe Weather,126,81100,2021-02-16,07:20:00,2021-02-16,10:02:00
2239,SERC,Louisiana: Texas: Illinois:,Severe Weather,1420,Unknown,2021-02-16,05:30:00,2021-02-16,14:00:00
2240,SERC,Louisiana: Arkansas: Texas: Mississippi:,Severe Weather,700,Unknown,2021-02-16,19:43:00,2021-02-16,21:41:00
2241,TRE,Texas:,Severe Weather,538,Unknown,2021-02-16,19:40:00,2021-02-17,01:00:00
2242,TRE,Texas:,Severe Weather,168,840000,2021-02-16,07:17:00,2021-02-16,10:08:00
2243,SERC,Louisiana:,System Operations,Unknown,Unknown,2021-02-16,18:35:00,2021-02-17,01:00:00
2244,WECC,Oregon: Multnomah County;,System Operations,0,0,2021-02-16,10:20:00,2021-02-16,13:20:00
2245,MRO,Nebraska: Custer County;,Transmission Interruption,31,Unknown,2021-02-16,09:31:00,2021-02-16,10:27:00
2246,SERC,Louisiana: Lafayette Parish;,Severe Weather,Unknown,Unknown,2021-02-16,17:35:00,2021-02-17,00:00:00
2247,SERC,Louisiana:,System Operations,100,18150,2021-02-16,06:24:00,2021-02-16,10:41:00
2248,SERC,Kentucky:,Severe Weather,Unknown,54167,2021-02-16,01:00:00,2021-02-16,21:28:00
2249,SERC,Missouri:,Severe Weather/Transmission Interruption,130,Unknown,2021-02-16,06:10:00,,
2250,RF,New Jersey: Pennsylvania: Texas: California: Illinois: Colorado:,Cyber Event,Unknown,0,2021-02-16,07:00:00,,
2251,SERC,"Louisiana: Allen Parish, St. Landry Parish, Evangeline Parish;",Severe Weather,153,Unknown,2021-02-16,07:22:00,2021-02-16,08:00:00
2252,SERC,Louisiana: Texas:,Severe Weather,402,Unknown,2021-02-16,06:48:00,,
2253,TRE,Texas:,Severe Weather,300,Unknown,2021-02-16,04:26:00,,
2254,WECC,Oregon: Washington: California:,Vandalism,2330,0,2018-02-17,16:33:00,2018-02-18,00:00:00
2255,WECC,Oregon: Washington: California:,Vandalism,2327,0,2018-02-17,17:56:00,2018-02-18,04:11:00
2256,SERC,Alabama: Chambers County;,Vandalism,97,Unknown,2020-02-17,09:47:00,2020-02-17,15:31:00
2257,RF,Michigan: Eaton County;,Vandalism,0,0,2020-02-17,13:18:00,2020-02-20,09:51:00
2258,WECC,Northern and Central California;,Severe Weather,91,70000,2020-02-17,04:00:00,,
2259,SERC,Louisiana:,System Operations,Unknown,Unknown,2021-02-17,18:00:00,2021-02-17,23:00:00
2260,TRE,Texas:,Severe Weather,Unknown,Unknown,2021-02-17,18:00:00,2021-02-17,23:00:00
2261,MRO,Kansas:,Fuel Supply Deficiency,Unknown,Unknown,2021-02-17,09:00:00,2021-02-19,09:00:00
2262,SERC,Mississippi:,Severe Weather,Unknown,Unknown,2021-02-17,17:00:00,2021-02-17,22:00:00
2263,SERC,North Carolina:,Transmission Interruption,0,0,2021-02-17,10:30:00,2021-02-17,18:04:00
2264,SERC,Louisiana: Lafayette Parish;,Severe Weather,400,67000,2021-02-17,17:00:00,2021-02-17,22:00:00
2265,TRE,Texas: Travis County;,System Operations,0,0,2021-02-17,06:38:00,2021-02-17,08:37:00
2266,NPCC,Rhode Island: Providence County[13];,Suspicious Activity,0,0,2022-02-17,10:30:00,2022-02-17,10:31:00
2267,SERC,Louisiana: Lafayette Parish;,System Operations,80,0,2022-02-17,00:09:00,2022-02-17,07:36:00
2268,WECC,California: Kern County;,Vandalism,0,0,2020-02-18,13:00:00,2020-02-18,14:00:00
2269,NPCC,Connecticut: Maine: Massachusetts: New Hampshire: Vermont: Rhode Island:,Severe Weather,7,7047,2022-02-18,07:10:00,2022-02-18,16:25:00
2270,MRO,Oklahoma: Kay County;,Suspicious Activity,0,0,2023-02-18,00:00:00,2023-02-18,00:05:00
2271,TRE,Texas,Vandalism,0,0,2019-02-19,09:45:00,,
2272,SERC,Louisiana: Texas:,Severe Weather,402,Unknown,2021-02-19,06:48:00,,
2273,TRE,Texas:,Cyber Event,Unknown,0,2021-02-19,21:00:00,2021-02-20,13:00:00
2274,NPCC,New York: Broome County;,System Operations,0,0,2021-02-19,12:01:00,2021-02-19,12:41:00
2275,WECC,California: Riverside County;,Vandalism,0,0,2023-02-19,08:18:00,2023-02-19,12:15:00
2276,MRO,"Wisconsin, Minnesota, Iowa, Illinois",System Operations,740,0,2019-02-20,12:50:00,2019-02-20,13:32:00
2277,TRE,Texas: Cameron County;,Cyber Event,0,0,2023-02-21,09:45:00,,
2278,SERC,Florida: Hillsborough County;,Transmission Interruption,0,0,2023-02-21,05:27:00,2023-02-21,06:41:00
2279,SERC,Florida: Orange County;,Actual Physical Attack/Vandalism,Unknown,2547,2023-02-21,13:14:00,2023-02-21,14:36:00
2280,TRE,Texas: Llano County;,Suspicious Activity,0,0,2022-02-22,11:10:00,2022-02-22,12:15:00
2281,RF,"Michigan: Van Buren County, Kalamazoo County, St. Joseph County, Calhoun County, Branch County, Hillsdale County, Jackson County, Washtenaw County, Monroe County, Lenawee County, Ingham County, Barry County, Allegan County, Ottawa County, Eaton County, Ingham County, Shiawassee County, Clinton County;",Severe Weather,Unknown,261043,2023-02-22,18:41:00,2023-02-25,16:12:00
2282,RF,Michigan:,Severe Weather,6200,623358,2023-02-22,18:30:00,,
2283,MRO,South Dakota:,Suspicious Activity,0,0,2023-02-22,16:00:00,2023-02-22,16:01:00
2284,SERC,Virginia,Severe Weather/Transmission Interruption,Unknown,Unknown,2019-02-23,14:05:00,,
2285,MRO,"Wisconsin: Kenosha County, Racine County, Milwaukee County, Walworth County, Jefferson County, Waukesha County; Michigan:",Severe Weather,143,57000,2023-02-23,04:30:00,2023-02-23,13:00:00
2286,WECC,Colorado: Larimer County;,System Operations,0,0,2023-02-23,08:50:00,2023-02-23,12:38:00
2287,RF,Pennsylvania,Severe Weather,Unknown,132000,2019-02-24,18:00:00,2019-02-25,22:00:00
2288,RF,"Ohio, Virginia, West Virginia",Severe Weather,Unknown,118781,2019-02-24,11:21:00,2019-02-26,17:29:00
2289,RF,Pennsylvania,Severe Weather,Unknown,137216,2019-02-24,18:47:00,2019-02-25,13:55:00
2290,RF,Ohio,Severe Weather,Unknown,157274,2019-02-24,12:31:00,2019-02-24,14:57:00
2291,RF,Pennsylvania,Severe Weather,Unknown,94048,2019-02-24,14:33:00,2019-02-24,18:03:00
2292,RF,Michigan,Severe Weather,Unknown,115000,2019-02-24,20:02:00,2019-02-25,14:30:00
2293,TRE,Texas: Montgomery County;,Transmission Interruption,3,1405,2022-02-24,10:25:00,2022-02-24,10:31:00
2294,WECC,"California: San Bernardino County, Kern County, Solano County, San Diego County;",System Operations,246,0,2022-02-24,01:09:00,2022-02-24,02:59:00
2295,SERC,Florida: Pasco County;,Suspicious Activity,0,0,2023-02-24,12:29:00,2023-02-24,12:45:00
2296,NPCC,Massachusetts,Transmission Interruption,0,0,2019-02-25,07:45:00,2019-02-25,18:40:00
2297,NPCC,"Connecticut, Massachusetts, New Hampshire, Maine, Vermont, Rhode Island",Severe Weather,Unknown,72332,2019-02-25,13:35:00,2019-02-26,02:50:00
2298,WECC,California: Los Angeles County;,Vandalism,0,0,2020-02-25,11:45:00,2020-02-25,13:00:00
2299,TRE,Texas: Travis County; California: San Diego County;,System Operations,0,0,2022-02-25,09:31:00,2022-02-25,13:09:00
2300,WECC,California: Los Angeles County;,Severe Weather,Unknown,153555,2023-02-25,00:08:00,2023-02-26,18:08:00
2301,SPP RE,Oklahoma:,System Operations,0,0,2020-02-26,16:30:00,2020-02-26,17:02:00
2302,NPCC,Maine:,System Operations,0,0,2020-02-26,17:00:00,2020-02-26,18:05:00
2303,MRO,South Dakota: Wyoming: Colorado:,System Operations,0,0,2020-02-26,11:29:00,2020-02-26,12:14:00
2304,WECC,Washington: Grant County;,Actual Physical Attack,0,0,2022-02-26,11:15:00,2022-02-26,17:00:00
2305,SERC,North Carolina:,Actual Physical Attack/Vandalism,Unknown,Unknown,2023-02-26,14:08:00,2023-02-26,15:13:00
2306,MRO,Iowa,Transmission Interruption,0,0,2019-02-27,11:25:00,2019-02-27,17:39:00
2307,SERC,South Carolina,Suspicious Activity,0,0,2019-02-27,21:35:00,2019-02-27,21:45:00
2308,WECC,"Oregon: Multnomah County, Clackamas County;",System Operations,Unknown,0,2021-02-27,06:02:00,2021-02-27,09:51:00
2309,RF,"Michigan: Newaygo County, Oceana County, Ionia County, Montcalm County, Jackson County, Van Buren County, Washtenaw County, Hillsdale County, Lenawee County;",Severe Weather,Unknown,76000,2023-02-27,13:25:00,2023-02-27,23:59:00
2310,FRCC,Florida:,System Operations,0,0,2018-02-28,12:08:00,2018-03-01,15:45:00
2311,FRCC,Florida:,System Operations,0,0,2018-02-28,12:08:00,2018-03-01,15:45:00
2312,SPP RE,"Oklahoma, Arkansas, Louisiana",System Operations,0,0,2019-02-28,07:02:00,2019-02-28,07:33:00
2313,TRE,Texas:,System Operations,0,0,2021-02-28,12:42:00,2021-02-28,13:22:00
2314,TRE,Texas: Mitchell County;,Vandalism,0,0,2022-02-28,09:25:00,2022-02-28,09:26:00
2315,MRO,Wisconsin: Outagamie County;,Vandalism,14,0,2023-02-28,08:00:00,2023-02-28,08:30:00
2316,WECC,"Nevada: Clark County, Washoe County;",System Operations,0,0,2020-02-29,01:45:00,2020-02-29,02:30:00
2317,RFC,Kentucky: West Virginia:,Severe Weather,Unknown,98575,2017-03-01,11:49:00,2017-03-02,21:30:00
2318,SERC,Tennessee: Kentucky:,Severe Weather,Unknown,58000,2017-03-01,08:30:00,2017-03-01,14:00:00
2319,WECC,California:,Severe Weather,38,10898,2018-03-01,11:43:00,2018-03-01,11:56:00
2320,RF,Ohio:,Severe Weather,Unknown,86501,2018-03-01,21:57:00,2018-03-02,10:14:00
2321,RF,"Michigan: Wayne County, Washtenaw County, Oakland County, Macomb County, Monroe County;",Severe Weather,Unknown,95000,2018-03-01,22:20:00,2018-03-04,20:00:00
2322,SERC,Mississippi: Rankin County;,Transmission Interruption,19,3136,2020-03-01,11:27:00,2020-03-01,21:47:00
2323,NPCC,New York:,Vandalism,0,0,2020-03-01,22:15:00,,
2324,NPCC,Western NY,Fuel Supply Deficiency,675,Unknown,2020-03-01,08:00:00,,
2325,NPCC,New York: Greene County;,Cyber Event,0,0,2021-03-01,10:06:00,2021-03-09,12:00:00
2326,NPCC,Connecticut: Massachusetts: New Hampshire: Maine: Rhode Island: Vermont:,Severe Weather,Unknown,69260,2021-03-01,22:45:00,2021-03-02,18:35:00
2327,TRE,Texas: Nueces County;,Vandalism,0,0,2021-03-01,13:06:00,2021-03-01,13:07:00
2328,RF,"Indiana: Marion County, Shelby County, Hendricks County;",System Operations,0,0,2022-03-01,13:43:00,2022-03-01,13:47:00
2329,MRO,Indiana: Hamilton County;,System Operations,0,0,2023-03-01,00:00:00,2023-03-01,00:41:00
2330,NPCC,Connecticut: Maine: Massachusetts: New Hampshire: Rhode Island: Vermont:,Severe Weather,Unknown,54316,2017-03-02,12:20:00,2017-03-02,23:45:00
2331,RF,Delaware: Maryland:,Severe Weather,Unknown,60000,2018-03-02,17:00:00,2018-03-06,11:00:00
2332,WECC,Washington: Clark County;,Vandalism,0,0,2018-03-02,23:17:00,2018-03-03,00:51:00
2333,RF,Ohio:,Severe Weather,Unknown,249322,2018-03-02,15:10:00,2018-03-06,04:57:00
2334,NPCC,New York:,Severe Weather,Unknown,50000,2018-03-02,11:34:00,,
2335,NPCC,"New York: New York County, Westchester County;",Severe Weather,Unknown,72353,2018-03-02,15:46:00,2018-03-04,19:46:00
2336,NPCC,Connecticut: Massachusetts: Rhode Island:,Severe Weather,Unknown,325000,2018-03-02,13:51:00,2018-03-05,13:18:00
2337,RF,Pennsylvania:,Severe Weather,Unknown,233136,2018-03-02,13:51:00,2018-03-04,12:11:00
2338,RF,"Pennsylvania: Berks County, Bucks County, Carbon County, Chester County, Clinton County, Columbia County, Cumberland County, Dauphin County, Juniata County, Lackawanna County, Lancaster County, Lebanon County, Lehigh County, Luzerne County, Lycoming County, Monroe County, Montgomery County, Montour County, Northampton County, Northumberland County, Pike County, Schuylkill County, Snyder County;",Severe Weather,Unknown,126000,2018-03-02,11:58:00,,
2339,RF,Pennsylvania:,Severe Weather,Unknown,630000,2018-03-02,12:00:00,2018-03-05,00:00:00
2340,NPCC,"New York: Dutchess County, Orange County, Greene County, Ulster County, Putnam County, Sullivan County, Albany County, Columbia County;",Severe Weather,Unknown,90000,2018-03-02,07:00:00,,
2341,RF,Maryland:,Severe Weather,670,474019,2018-03-02,12:00:00,,
2342,NPCC,New York:,Severe Weather,Unknown,63331,2018-03-02,08:42:00,,
2343,RF,Virginia: West Virginia:,Severe Weather,Unknown,65198,2018-03-02,08:00:00,2018-03-03,23:00:00
2344,WECC,"Nevada: Clark County, Washoe County;",System Operations,0,0,2020-03-02,01:43:00,2020-03-02,02:43:00
2345,SERC,Kentucky:,System Operations,0,0,2021-03-02,13:03:00,2021-03-02,13:38:00
